"代码","名称","行业","板块","每手股数","认购倍数","发行市值","上市价","首日收盘价","中签率"
"01891","興合控股","一般金屬","主板",4000,"206.56","5.00億",0.5,0.37,"50.00"
"01907","中國旭陽集團","煤炭","主板",1000,"1.19","112.00億",2.8,2.8,"100.00"
"03316","濱江服務","居民服務","主板",500,"7.14","18.56億",6.96,7.32,"100.00"
"08096","賞之味","餐飲娛樂","創業板",5000,"146.20","3.50億",0.7,0.475,"50.00"
"01917","豆盟科技","影視傳媒","主板",10000,"441.70","9.43億",0.41,0.63,"20.00"
"01158","開元酒店","餐飲娛樂","主板",200,"1.45","46.20億",16.5,16.88,"100.00"
"01902","銀城國際控股","地產","主板",2000,"0.41","33.73億",2.38,2.38,"100.00"
"02108","K2 F&B","餐飲娛樂","主板",4000,"16.40","6.00億",0.75,0.67,"45.00"
"01025","嘉藝控股","紡織服飾","主板",4000,"19.30","5.10億",0.98,1.06,"48.56"
"01872","冠轈控股","汽車","主板",5000,"72.47","3.87億",0.43,0.63,"50.01"
"01793","偉工控股","建筑","主板",4000,"16.23","5.00億",0.625,0.65,"15.01"
"02019","德信中國","地產","主板",1000,"0.32","73.70億",2.8,2.8,"100.00"
"02616","基石藥業－Ｂ","醫療保健","主板",500,"7.20","118.09億",12,12.86,"100.00"
"08607","納尼亞集團","紡織服飾","創業板",5000,"10.30","3.20億",0.4,0.44,"15.00"
"08036","電子交易集團","軟件服務","創業板",10000,"120.99","3.44億",0.28,0.28,"30.00"
"01703","首灃控股","餐飲娛樂","主板",5000,"17.68","5.00億",0.5,0.61,"50.15"
"01896","貓眼娛樂","影視傳媒","主板",200,"2.32","166.68億",14.8,14.64,"100.00"
"01890","中國科培","居民服務","主板",2000,"1.64","49.60億",2.48,2.51,"100.00"
"01851","銀杏教育","居民服務","主板",2000,"2.62","7.20億",1.44,1.35,"50.00"
"01785","成都高速","貨運物流","主板",1000,"0.20","35.20億",2.2,2.18,"100.00"
"02013","微盟集團","軟件服務","主板",1000,"0.79","56.32億",2.8,2.93,"100.00"
"06162","天瑞汽車內飾","汽車","主板",8000,"7.15","5.00億",0.25,0.248,"25.00"
"01767","TS WONDERS","食品飲料","主板",10000,"16.88","5.00億",0.5,0.63,"15.00"
"02360","優品360","食品飲料","主板",2000,"10.92","10.00億",1,1.17,"30.00"
"02885","彼岸控股","工業制造","主板",2000,"6.13","5.00億",1.25,0.93,"50.05"
"08631","申港控股","石油天然氣","創業板",10000,"43.40","2.40億",0.6,0.495,"18.00"
"01743","蒼南儀表","工業制造","主板",200,"3.32","10.93億",15.8,14.26,"70.01"
"01845","維港環保科技","工業制造","主板",3000,"2.35","11.73億",0.88,0.9,"70.01"
"01796","耀高控股","建筑","主板",2000,"12.99","5.04億",1.05,0.98,"50.00"
"01713","四川能投發展","公共事業","主板",2000,"0.49","19.02億",1.77,1.77,"100.00"
"01759","中油潔能控股","石油天然氣","主板",1000,"7.43","6.05億",2.8,2.84,"30.05"
"03978","卓越教育集團","居民服務","主板",1000,"1.80","20.35億",2.4,2.4,"100.00"
"01877","君實生物－Ｂ","醫療保健","主板",1000,"4.79","147.35億",19.38,23.75,"100.00"
"01762","萬咖壹聯","軟件服務","主板",1000,"3.26","45.33億",3.56,3,"60.00"
"01820","濟豐包裝","工用支援","主板",1000,"4.03","11.97億",3.98,3.98,"40.02"
"02892","萬城控股","地產","主板",2000,"0.83","9.00億",1.2,1.26,"100.00"
"01675","亞信科技","軟件服務","主板",400,"0.23","74.95億",10.5,10.02,"100.00"
"01983","瀘州銀行","銀行","主板",1000,"0.30","69.42億",3.18,3.25,"100.00"
"01995","永升生活服務","居民服務","主板",2000,"1.21","26.70億",1.78,1.78,"100.00"
"01992","復星旅游文化","餐飲娛樂","主板",200,"0.30","190.81億",15.6,14.98,"100.00"
"02359","藥明康德","醫療保健","主板",100,"1.92","792.02億",68,68,"100.00"
"08622","華康生物醫學","醫療保健","創業板",8000,"131.52","2.00億",0.5,0.47,"15.00"
"01837","五谷磨房","食品飲料","主板",2000,"1.44","35.98億",1.62,1.42,"100.00"
"01860","匯量科技","軟件服務","主板",1000,"1.83","60.75億",4,3.99,"100.00"
"02798","久泰邦達能源","煤炭","主板",5000,"8.51","10.88億",0.68,0.68,"30.00"
"08621","METROPOLIS CAP","居民服務","創業板",8000,"37.07","3.12億",0.39,0.55,"38.00"
"03992","創毅控股","居民服務","主板",2000,"59.44","5.00億",1,0.84,"30.00"
"01119","創夢天地","軟件服務","主板",400,"12.64","83.80億",6.6,6.03,"35.00"
"02168","佳兆業物業","居民服務","主板",250,"20.44","13.13億",9.38,9.24,"70.00"
"03668","兗煤澳大利亞","煤炭","主板",100,"0.19","308.88億",23.48,23.35,"100.00"
"01790","達力環保","公共事業","主板",5000,"6.32","5.80億",0.58,0.57,"40.01"
"01761","寶寶樹集團","軟件服務","主板",500,"1.18","113.48億",6.8,6.87,"100.00"
"00780","同程藝龍","軟件服務","主板",400,"2.72","201.37億",9.8,12.4,"100.00"
"02258","華滋國際海洋","貨運物流","主板",2000,"1.67","10.07億",1.22,1.33,"100.00"
"06890","康利國際控股","工業制造","主板",2000,"23.95","6.12億",1.02,1.07,"60.07"
"01835","瑞威資管","其他金融","主板",400,"5.59","7.67億",5,5.21,"100.00"
"03616","恒達集團控股","地產","主板",2000,"1.86","14.88億",1.24,1.13,"100.00"
"08259","HON CORP","建筑","創業板",4000,"22.53","2.40億",0.5,0.7,"40.01"
"01755","新城悅","居民服務","主板",1000,"0.36","23.20億",2.9,3.01,"100.00"
"01712","龍資源","貴金屬","主板",1000,"1.58","2.82億",2.03,2.11,"100.00"
"01801","信達生物－Ｂ","醫療保健","主板",500,"1.11","156.32億",13.98,16.58,"100.00"
"01034","富匯建筑控股","建筑","主板",8000,"12.40","5.12億",0.32,0.46,"26.00"
"08611","MINDTELL TECH","軟件服務","創業板",5000,"8.15","2.42億",0.62,0.72,"14.51"
"01653","MOS HOUSE","建筑","主板",20000,"16.61","3.80億",0.19,0.35,"13.00"
"01825","STERLING GP","紡織服飾","主板",10000,"18.43","3.20億",0.4,0.385,"30.00"
"01741","成志控股","建筑","主板",4000,"5.00","5.00億",0.625,0.63,"40.00"
"08613","東方支付集團控股","軟件服務","創業板",10000,"21.67","2.20億",0.22,0.242,"20.00"
"08516","廣駿集團控股","建筑","創業板",5000,"14.00","1.92億",0.4,0.75,"22.50"
"08603","亮晴控股","居民服務","創業板",10000,"13.39","2.24億",0.28,0.41,"20.01"
"01894","恒益控股","工業制造","主板",5000,"12.48","6.46億",0.85,0.88,"25.02"
"08042","高奧士國際","居民服務","創業板",10000,"16.23","2.40億",0.3,0.215,"60.00"
"01772","贛鋒鋰業","一般金屬","主板",200,"0.58","216.99億",16.5,11.76,"100.00"
"01939","東京中央拍賣","居民服務","主板",2000,"6.69","7.50億",1.5,1.56,"30.02"
"03990","美的置業","地產","主板",200,"0.25","200.60億",17,15.88,"100.00"
"06111","大發地產","地產","主板",1000,"0.32","33.60億",4.2,4.2,"100.00"
"01809","浦林成山","汽車","主板",500,"0.32","37.40億",5.89,4.38,"100.00"
"01540","澳獅環球","工用支援","主板",3000,"10.60","5.07億",1,0.84,"25.00"
"01781","新昌創展控股","家電家用","主板",2000,"10.25","5.94億",1.1,1.27,"25.00"
"01787","山東黃金","貴金屬","主板",250,"0.12","321.17億",14.7,14.7,"100.00"
"08017","捷利交易寶","軟件服務","創業板",4000,"25.86","3.20億",0.64,0.465,"30.01"
"01723","港亞控股","電訊","主板",2000,"6.47","4.00億",1,2.12,"45.05"
"01911","華興資本控股","其他金融","主板",100,"0.82","174.40億",31.8,24.7,"100.00"
"01748","信源企業集團","客運","主板",2000,"4.76","6.00億",1.5,1.51,"21.37"
"06862","海底撈","餐飲娛樂","主板",1000,"5.56","943.40億",17.8,17.82,"60.01"
"03690","美團點評－Ｗ","軟件服務","主板",100,"1.50","3788.97億",69,72.65,"100.00"
"08619","WAC HOLDINGS","居民服務","創業板",10000,"13.56","1.92億",0.2,0.69,"20.01"
"02552","華領醫藥－Ｂ","醫療保健","主板",500,"0.50","87.10億",8.28,8.28,"100.00"
"02680","創升控股","券商信托","主板",2000,"99.05","7.20億",1.8,0.98,"70.04"
"01969","中國春來","居民服務","主板",1000,"1.88","24.96億",2.08,1.74,"100.00"
"08601","寶燵控股","居民服務","創業板",10000,"13.10","3.20億",0.4,0.37,"19.16"
"01615","奧邦建筑","建筑","主板",5000,"181.49","4.02億",0.67,0.63,"48.53"
"08609","永續農業","農業產品","創業板",10000,"22.10","2.50億",0.5,0.395,"30.01"
"08482","萬勵達","貨運物流","創業板",10000,"15.15","2.31億",0.275,0.249,"40.00"
"08210","衍匯亞洲","券商信托","創業板",10000,"23.96","2.04億",0.255,0.255,"50.00"
"01783","金侖控股有限公司","建筑","主板",10000,"724.49","4.40億",0.55,0.49,"15.00"
"01725","恒達科技控股","工業制造","主板",5000,"420.73","5.25億",1.75,1.45,"10.00"
"08475","千盛集團控股","餐飲娛樂","創業板",5000,"88.03","2.88億",0.72,0.495,"40.00"
"00788","中國鐵塔","電訊","主板",2000,"1.36","2172.99億",1.26,1.26,"100.00"
"06160","百濟神州－Ｂ","醫療保健","主板",100,"1.73","828.54億",108,107,"100.00"
"01765","希望教育","居民服務","主板",2000,"18.37","128.00億",1.92,1.87,"100.00"
"01672","歌禮制藥－Ｂ","醫療保健","主板",1000,"9.13","156.90億",14,14,"40.00"
"01758","博駿教育","居民服務","主板",2000,"237.71","18.88億",2.36,2.87,"80.00"
"02048","易居企業控股","地產","主板",300,"0.73","211.02億",14.38,14.18,"100.00"
"01576","齊魯高速","貨運物流","主板",1000,"0.14","50.00億",2.5,2.3,"100.00"
"08512","凱富善集團控股","家電家用","創業板",10000,"3.57","3.25億",0.295,0.55,"80.09"
"00797","第七大道","軟件服務","主板",2000,"0.91","40.00億",1.5,1.47,"100.00"
"03302","光控精技","半導體","主板",2000,"4.70","9.82億",1.17,1.23,"84.98"
"08525","百應租賃","其他金融","創業板",2000,"6.28","3.46億",1.28,1.38,"100.00"
"08547","PACIFIC LEGEND","家電家用","創業板",10000,"3.45","3.00億",0.3,0.3,"50.00"
"01715","米技國際控股","家電家用","主板",10000,"19.59","4.50億",0.3,0.315,"55.01"
"01721","FSM HOLDINGS","工業制造","主板",5000,"9.77","5.30億",0.53,0.61,"25.01"
"01968","興紡控股","紡織服飾","主板",4000,"14.50","7.17億",1.12,2.87,"20.01"
"08540","勝利證券","券商信托","創業板",2000,"7.47","2.50億",1.25,1.3,"50.04"
"08606","倢冠控股","軟件服務","創業板",10000,"10.89","2.40億",0.3,0.7,"40.04"
"01731","其利工業集團","紡織服飾","主板",4000,"4.27","9.97億",0.89,1.12,"60.00"
"01775","精英匯集團","居民服務","主板",4000,"288.65","5.40億",1.08,1.32,"40.01"
"02051","51信用卡","其他金融","主板",500,"0.88","100.90億",8.5,9.1,"100.00"
"01739","齊屹科技","軟件服務","主板",500,"0.14","58.69億",4.85,4.54,"100.00"
"01760","英恒科技","汽車","主板",1000,"7.65","29.00億",2.9,2.9,"100.00"
"01773","天立教育","居民服務","主板",1000,"9.38","53.20億",2.66,3.19,"100.00"
"01996","弘陽地產","地產","主板",1000,"0.18","72.96億",2.28,2.56,"100.00"
"03700","映客","影視傳媒","主板",1000,"2.67","77.60億",3.85,4.26,"100.00"
"06860","指尖悅動","軟件服務","主板",1000,"0.76","41.40億",2.07,2.18,"100.00"
"08140","人和科技","建筑","創業板",10000,"12.60","2.40億",0.3,0.49,"22.05"
"08219","恒偉集團控股","紡織服飾","創業板",10000,"14.66","2.50億",0.25,0.495,"30.01"
"01652","福森藥業","醫療保健","主板",1000,"3.58","16.64億",2.08,2.54,"70.00"
"01746","萬順集團控股","建筑","主板",4000,"46.39","5.20億",0.52,0.36,"70.00"
"06190","九江銀行","銀行","主板",200,"0.28","255.18億",10.6,10.6,"100.00"
"08502","遠航港口","貨運物流","創業板",8000,"1.02","3.04億",0.38,0.415,"100.00"
"01810","小米集團－Ｗ","通訊器材","主板",200,"9.50","3838.19億",17,16.8,"100.00"
"08223","紫元元","其他金融","創業板",4000,"14.62","3.04億",0.76,1.57,"30.00"
"01763","中國同輻","醫療保健","主板",200,"35.24","69.09億",21.6,20.1,"80.01"
"02262","梁志天設計集團","建筑","主板",3000,"139.39","10.41億",0.88,1.15,"60.00"
"01592","基石控股","建筑","主板",5000,"18.46","4.80億",0.4,0.28,"85.00"
"08305","棠記控股","建筑","創業板",10000,"23.72","2.40億",0.3,0.244,"60.00"
"06100","有才天下獵聘","軟件服務","主板",200,"2.18","163.53億",33,32.5,"100.00"
"01620","加達控股","客運","主板",10000,"192.90","4.32億",0.36,0.355,"40.07"
"01587","欣融國際","食品飲料","主板",4000,"90.39","5.10億",0.75,0.58,"50.00"
"01749","杉杉品牌","紡織服飾","主板",1000,"149.24","5.04億",3.78,3.49,"27.00"
"08146","怡園酒業","食品飲料","創業板",10000,"128.80","2.80億",0.35,0.52,"70.00"
"01916","江西銀行","銀行","主板",500,"0.29","373.74億",6.39,6.41,"100.00"
"02003","維信金科","軟件服務","主板",200,"9.36","99.46億",20,20.45,"100.00"
"01806","匯付天下","軟件服務","主板",400,"9.69","93.86億",7.5,6.62,"70.01"
"08357","REPUBLIC HC","居民服務","創業板",5000,"150.69","3.12億",0.6,0.79,"3.32"
"08403","天平道合","居民服務","創業板",20000,"116.55","2.90億",0.145,0.138,"50.01"
"01757","俊裕地基","建筑","主板",10000,"453.84","4.08億",0.34,0.36,"30.00"
"01451","萬成集團股份","紡織服飾","主板",2000,"614.03","2.68億",1.34,1.38,"40.01"
"06119","天源集團","貨運物流","主板",3000,"16.88","5.10億",0.85,0.75,"70.01"
"08545","佰悅集團","家電家用","創業板",8000,"42.85","3.50億",0.35,0.4,"9.00"
"01978","敘福樓集團","餐飲娛樂","主板",2000,"1087.76","8.80億",1.1,1.54,"55.00"
"08490","駿碼科技","半導體","創業板",5000,"117.51","4.09億",0.58,0.6,"40.00"
"01598","21世紀教育","居民服務","主板",3000,"108.60","13.56億",1.13,1.71,"60.00"
"08536","TL NATURAL GAS","石油天然氣","創業板",10000,"276.03","2.40億",0.48,0.49,"40.01"
"08105","皇岦","居民服務","創業板",5000,"35.38","3.20億",0.4,0.485,"100.00"
"08521","智紡國際控股","紡織服飾","創業板",5000,"21.26","2.78億",0.58,0.65,"100.00"
"01742","HPC HOLDINGS","建筑","主板",5000,"53.20","7.20億",0.45,0.405,"100.00"
"01750","全達電器集團控股","工業制造","主板",10000,"23.40","5.40億",0.3,0.31,"100.00"
"01752","澳洲成峰高教","居民服務","主板",10000,"16.94","8.29億",0.33,0.395,"100.00"
"02119","捷榮國際控股","食品飲料","主板",2000,"162.94","14.33億",1.98,2.37,"15.00"
"08391","精雅印刷集團","工用支援","創業板",4000,"7.94","2.64億",0.6,0.63,"100.00"
"08527","聚利寶控股","餐飲娛樂","創業板",5000,"10.80","2.50億",0.5,1,"70.00"
"01833","平安好醫生","醫療保健","主板",100,"654.00","584.88億",54.8,54.8,"60.00"
"08107","威誠國際控股","紡織服飾","創業板",10000,"32.20","2.25億",0.225,0.4,"80.00"
"01671","天保能源","公共事業","主板",2000,"1593.15","3.04億",1.9,1.79,"20.01"
"08151","寶申控股","工業制造","創業板",5000,"321.64","2.02億",0.48,0.51,"60.01"
"08511","ZC TECH GP","軟件服務","創業板",4000,"70.07","2.60億",0.65,0.495,"50.00"
"01726","HKE HOLDINGS","建筑","主板",5000,"789.00","4.40億",0.55,0.56,"20.00"
"08241","英記茶莊集團","食品飲料","創業板",5000,"676.59","1.94億",0.54,0.72,"10.01"
"08447","MS CONCEPT","餐飲娛樂","創業板",10000,"26.88","2.70億",0.27,0.275,"60.36"
"08451","日光控股","原材料","創業板",10000,"84.66","2.20億",0.275,0.285,"61.80"
"08507","愛世紀集團","紡織服飾","創業板",4000,"19.90","2.32億",0.58,0.49,"100.00"
"01735","泓盈控股","建筑","主板",2000,"743.86","3.96億",1.5,1.51,"50.01"
"08372","君百延集團","醫療保健","創業板",10000,"253.40","2.68億",0.335,0.4,"35.06"
"01716","毛記葵涌","影視傳媒","主板",2000,"6289.00","3.24億",1.2,6.38,"0.80"
"02116","江蘇創新","石油天然氣","主板",2000,"226.42","6.00億",1.25,1.22,"40.00"
"08401","源想集團","影視傳媒","創業板",2000,"204.74","2.10億",1.05,0.89,"30.01"
"08448","環球印館","工用支援","創業板",20000,"307.60","2.07億",0.23,0.229,"30.00"
"02779","中國新華教育","居民服務","主板",1000,"32.77","52.16億",3.26,3.26,"70.00"
"08168","寶積資本","其他金融","創業板",10000,"95.88","2.40億",0.24,0.27,"100.00"
"02363","通達宏泰","工業制造","主板",2500,"275.30","4.35億",2.3,2.4,"20.05"
"02377","博奇環保","工業制造","主板",1000,"4.65","24.26億",2.4,2.38,"80.01"
"06036","光麗科技","半導體","主板",5000,"259.12","5.00億",0.5,0.9,"30.18"
"01705","賓仕國際","食品飲料","主板",4000,"2600.50","4.00億",1,3.98,"3.01"
"01737","亞洲實業集團","居民服務","主板",10000,"79.96","4.80億",0.48,0.53,"38.01"
"01815","金貓銀貓","紡織服飾","主板",1000,"5.60","25.08億",2.38,2.39,"70.01"
"02182","天長集團","工業制造","主板",4000,"578.70","4.40億",0.71,0.73,"30.05"
"01621","域高國際控股","石油天然氣","主板",8000,"47.18","3.50億",0.35,0.385,"35.00"
"01933","元力控股","軟件服務","主板",4000,"259.64","3.62億",0.95,1.53,"3.01"
"08483","名仕快相","居民服務","創業板",8000,"34.99","2.48億",0.31,0.36,"100.00"
"08526","榮豐集團亞洲","建筑","創業板",10000,"24.70","2.18億",0.38,0.39,"80.01"
"08367","倩碧控股","餐飲娛樂","創業板",10000,"14.79","2.20億",0.275,0.275,"40.08"
"08532","寶發控股","建筑","創業板",8000,"25.33","2.24億",0.28,0.41,"70.01"
"08040","ＤＣＢ控股","建筑","主板",5000,"31.93","2.40億",0.75,0.77,"50.01"
"08379","匯安智能","軟件服務","創業板",10000,"93.69","2.80億",0.35,0.36,"40.00"
"01183","澳能建設","建筑","主板",2000,"161.80","15.00億",1.25,1.37,"60.02"
"01729","匯聚科技","半導體","主板",8000,"268.40","9.20億",0.5,0.425,"60.01"
"08510","TOPSTANDARDCORP","餐飲娛樂","創業板",8000,"16.11","2.80億",0.35,0.33,"100.00"
"08522","德益控股","建筑","創業板",4000,"35.42","--",0.8,0,"60.05"
"08473","彌明生活百貨","零售","創業板",10000,"137.51","3.02億",0.27,0.28,"50.01"
"08523","常滿控股","建筑","創業板",5000,"4.27","2.00億",0.5,0.4,"60.00"
"08535","熒德控股","工用支援","創業板",20000,"34.80","2.04億",0.17,0.136,"20.04"
"03319","雅生活服務","居民服務","主板",250,"20.13","164.00億",12.3,9.46,"100.00"
"06829","龍升集團控股","建筑","主板",10000,"1681.10","4.80億",0.4,0.415,"10.06"
"08519","JIA GROUP","餐飲娛樂","創業板",10000,"85.67","2.58億",0.3,0.255,"80.01"
"08450","巨京控股","工用支援","主板",10000,"334.90","2.20億",0.22,0.255,"40.00"
"01711","歐化","家電家用","主板",10000,"1639.00","4.48億",0.56,1.6,"10.00"
"08456","民信國際控股","紡織服飾","創業板",4000,"19.60","2.80億",0.7,0.82,"16.52"
"08136","英馬斯集團","家電家用","創業板",10000,"14.96","2.50億",0.25,0.5,"28.01"
"08395","齊家控股","家電家用","創業板",20000,"28.64","2.47億",0.156,0.186,"70.01"
"02683","華新手袋國際控股","紡織服飾","主板",2000,"240.00","4.72億",1.18,1.21,"80.01"
"01665","檳杰科達","半導體","主板",4000,"9.63","16.00億",1,0.98,"15.02"
"08043","ATLINKS","通訊器材","創業板",5000,"11.40","2.00億",0.5,1.2,"30.01"
"08513","迎宏控股","醫療保健","創業板",4000,"18.47","2.60億",0.65,0.68,"75.00"
"02139","甘肅銀行","銀行","主板",1000,"1.61","261.95億",2.69,2.88,"100.00"
"08287","ZIONCOM","通訊器材","創業板",10000,"15.04","2.84億",0.43,0.375,"40.01"
"06182","乙德投資控股","建筑","主板",8000,"51.51","5.20億",0.65,0.67,"40.01"
"08371","嘗高美集團","餐飲娛樂","創業板",4000,"12.33","3.68億",0.92,0.84,"100.00"
"08479","金泰豐國際控股","石油天然氣","創業板",4000,"13.00","2.10億",0.5,0.62,"100.00"
"02292","晉安實業","地產","主板",2000,"24.55","8.93億",1.24,1.31,"100.00"
"02448","恒宇集團","建筑","主板",2500,"16.21","9.12億",1.2,0.99,"100.00"
"03699","光大永年","地產","主板",2000,"31.40","6.22億",1.41,1.41,"80.21"
"06158","正榮地產","地產","主板",1000,"1.79","159.60億",3.99,4,"100.00"
"08285","森浩集團","紡織服飾","創業板",5000,"252.00","2.41億",0.43,0.435,"100.00"
"08313","杰地集團","其他金融","創業板",10000,"7.79","6.40億",0.32,0.325,"25.01"
"08487","ISP GLOBAL","軟件服務","創業板",10000,"11.00","2.80億",0.35,0.78,"8.80"
"08493","龍皇集團","餐飲娛樂","創業板",12000,"11.84","3.02億",0.21,0.214,"35.00"
"03309","希瑪眼科","醫療保健","主板",2000,"1569.30","29.00億",2.9,5.11,"8.00"
"08350","駿溢環球金融","券商信托","創業板",8000,"9.08","3.20億",0.4,0.415,"30.01"
"08509","威揚酒業控股","食品飲料","創業板",4000,"13.50","3.00億",0.75,0.8,"20.00"
"02025","瑞豐動力","汽車","主板",2000,"17.00","13.44億",1.68,1.7,"60.50"
"03738","阜博集團","軟件服務","主板",1000,"5.97","10.66億",2.58,3.1,"30.01"
"08501","莊皇集團公司","建筑","創業板",2000,"8.56","3.12億",1.56,1.71,"40.35"
"08506","福紡控股","工業制造","創業板",12000,"115.04","2.20億",0.22,0.188,"100.00"
"01730","LHN","地產","主板",2000,"5.93","7.65億",1.9,3.25,"100.00"
"00784","凌銳控股","建筑","主板",10000,"23.40","4.00億",0.5,0.5,"60.07"
"02708","艾伯科技","軟件服務","主板",2000,"14.90","6.00億",1.5,2.16,"30.00"
"08422","ＷＴ集團","建筑","創業板",10000,"11.04","2.20億",0.22,0.28,"48.03"
"08485","竣球控股","工用支援","創業板",10000,"9.44","--",0.25,0.32,"50.00"
"03878","VICON HOLDINGS","建筑","主板",2000,"39.25","4.80億",1.2,1.26,"80.02"
"08419","AV策劃推廣","影視傳媒","創業板",5000,"22.08","2.20億",0.55,0.6,"100.00"
"01789","愛康醫療","醫療保健","主板",2000,"21.49","17.50億",1.75,2.64,"60.00"
"00839","中教控股","居民服務","主板",1000,"4.01","129.00億",6.45,6.33,"50.02"
"01722","建鵬控股","建筑","主板",10000,"40.77","4.80億",0.48,0.405,"25.00"
"01727","河北建設","建筑","主板",500,"0.99","77.31億",4.46,4.46,"100.00"
"02022","游萊互動","軟件服務","主板",4000,"8.91","12.60億",0.63,0.68,"70.15"
"08377","申酉控股","紡織服飾","創業板",10000,"30.43","3.00億",0.375,0.39,"40.00"
"08385","萬里印刷","工用支援","創業板",10000,"38.87","2.80億",0.35,0.365,"50.01"
"06090","勝捷企業","地產","主板",1000,"18.76","26.74億",3.18,3.24,"80.00"
"01417","浦江中國","地產","主板",2000,"210.19","6.20億",1.55,1.6,"30.01"
"01475","日清食品","食品飲料","主板",1000,"33.65","38.03億",3.54,3.37,"100.00"
"02227","守益控股","建筑","主板",4000,"112.90","7.14億",0.85,0.69,"60.00"
"01697","山東國信","券商信托","主板",1000,"1.06","118.02億",4.56,4.42,"100.00"
"08429","冰雪集團","工用支援","創業板",5000,"46.46","2.64億",0.55,0.57,"70.02"
"08406","合寶豐年","家電家用","創業板",10000,"42.60","2.52億",0.315,0.415,"50.00"
"08495","1957 & CO.","餐飲娛樂","創業板",4000,"365.51","2.02億",0.63,0.55,"30.00"
"01710","致豐工業電子","工業制造","主板",4000,"592.97","6.43億",0.62,0.7,"30.00"
"08402","GT STEEL GROUP","一般金屬","創業板",5000,"116.20","2.59億",0.54,0.51,"55.24"
"01975","新興印刷","工用支援","主板",4000,"45.12","6.62億",1.38,1.39,"20.01"
"02858","易鑫集團","汽車","主板",500,"561.22","483.28億",7.7,8.12,"10.00"
"03358","榮威國際","餐飲娛樂","主板",500,"7.68","46.36億",4.38,3.32,"60.00"
"08118","濠亮環球","工業制造","創業板",8000,"6.85","1.50億",0.3,0.6,"50.01"
"08373","靛藍星","建筑","創業板",5000,"2.60","2.40億",0.6,0.88,"85.07"
"01706","雙運控股","建筑","主板",5000,"16.19","5.60億",0.56,0.84,"70.09"
"08376","方圓房服集團","地產","創業板",4000,"23.33","--",0.79,0.84,"60.01"
"08400","亞洲先鋒娛樂","餐飲娛樂","創業板",10000,"13.90","2.80億",0.28,0.31,"37.83"
"01337","雷蛇","通訊器材","主板",1000,"291.24","343.89億",3.88,4.58,"50.00"
"08375","弘浩國際控股","半導體","創業板",10000,"9.86","2.40億",0.3,0.58,"30.01"
"02122","凱知樂國際","家電家用","主板",2000,"12.30","12.40億",1.55,1.49,"5.06"
"08426","雅居投資控股","地產","創業板",10000,"10.45","2.40億",0.3,0.315,"25.05"
"01720","普天通信集團","通訊器材","主板",4000,"10.86","7.26億",0.66,1.46,"7.51"
"00772","閱文集團","軟件服務","主板",200,"625.95","498.53億",55,102.4,"7.72"
"02232","晶苑國際","紡織服飾","主板",500,"10.38","212.19億",7.5,7.89,"100.00"
"08436","德寶集團控股","紡織服飾","創業板",5000,"431.49","2.76億",0.69,0.62,"60.00"
"08470","瑩嵐集團","居民服務","創業板",8000,"45.56","--",0.46,0.46,"60.00"
"06080","榮智控股","建筑","主板",6000,"308.50","4.68億",0.52,0.52,"50.01"
"08476","大洋環球控股","農業產品","創業板",2000,"25.50","3.42億",1.22,1.23,"100.00"
"08430","春能控股","貨運物流","創業板",5000,"21.00","2.82億",0.44,0.45,"100.00"
"08457","健升物流中國","貨運物流","創業板",10000,"248.00","--",0.3,0.38,"50.00"
"02225","KAKIKO GROUP","居民服務","主板",5000,"170.41","6.40億",0.52,0.55,"75.01"
"02337","眾誠能源","石油天然氣","主板",1000,"59.63","6.28億",2.68,3.04,"100.00"
"08065","高萌科技","軟件服務","創業板",5000,"1069.00","2.40億",0.6,0.87,"10.01"
"08275","永勤集團控股","建筑","創業板",10000,"82.80","2.04億",0.34,0.36,"50.01"
"08392","舍圖控股","家電家用","創業板",10000,"83.28","2.20億",0.22,0.245,"100.00"
"08480","飛霓控股","紡織服飾","創業板",4000,"162.60","2.52億",0.5,0.64,"100.00"
"08437","德斯控股","居民服務","創業板",8000,"44.63","2.88億",0.48,0.68,"50.00"
"01707","致浩達控股","建筑","主板",8000,"190.80","5.88億",0.42,0.405,"40.00"
"06885","金馬能源","煤炭","主板",1000,"43.64","16.00億",3,3.17,"100.00"
"08445","怡康泰工程集團","建筑","創業板",10000,"33.99","2.82億",0.47,0.55,"65.06"
"06060","眾安在線","保險","主板",100,"392.74","859.63億",59.7,65.2,"100.00"
"08199","中國萬桐園","居民服務","創業板",10000,"102.95","--",0.28,0.385,"60.01"
"01651","津上機床中國","工業制造","主板",1000,"6.60","20.16億",5.6,6.43,"50.00"
"08491","COOL LINK","食品飲料","創業板",5000,"27.65","3.30億",0.55,0.51,"100.00"
"03830","童園國際","家電家用","主板",5000,"1053.33","4.80億",0.48,0.78,"50.01"
"01696","SISRAM MED","醫療保健","主板",400,"17.58","35.85億",8.88,8.12,"100.00"
"08383","東駿控股","工用支援","創業板",8000,"81.60","3.20億",0.4,0.42,"100.00"
"01552","BHCC HOLDING","建筑","主板",5000,"550.80","4.00億",0.5,0.7,"23.00"
"02863","高豐集團控股","建筑","主板",3000,"473.21","4.64億",0.86,0.86,"25.09"
"01693","璋利國際","建筑","主板",4000,"30.37","12.60億",0.7,0.81,"100.00"
"08142","德利機械","工業制造","創業板",10000,"203.72","--",0.44,0,"70.01"
